Year,AgeGrp,Scenario,BMI,Indicator,medval,lowval,highval,combined
2021,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,252.6764093,231.9403958,273.5383825,"252.7 (231.9, 273.5)"
2021,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,354.482234,319.7560335,386.2799134,"354.5 (319.8, 386.3)"
2021,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,167.8631376,154.6352538,181.0207085,"167.9 (154.6, 181)"
2021,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,47.9159811,42.61533979,55.1173027,"47.9 (42.6, 55.1)"
2021,"[0,99]",No Shocks,Mild thinness,TB incidence rate,252.6764093,231.9403958,273.5383825,"252.7 (231.9, 273.5)"
2021,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,354.482234,319.7560335,386.2799134,"354.5 (319.8, 386.3)"
2021,"[0,99]",No Shocks,Normal BMI,TB incidence rate,167.8631376,154.6352538,181.0207085,"167.9 (154.6, 181)"
2021,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,47.9159811,42.61533979,55.1173027,"47.9 (42.6, 55.1)"
2021,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,443.0760256,406.7202474,479.6538392,"443.1 (406.7, 479.7)"
2021,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,426.3264968,384.5877737,464.5806462,"426.3 (384.6, 464.6)"
2021,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1462.893302,1347.64849,1577.525191,"1462.9 (1347.6, 1577.5)"
2021,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,108.135164,96.17164773,124.3846546,"108.1 (96.2, 124.4)"
2021,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,443.0760256,406.7202474,479.6538392,"443.1 (406.7, 479.7)"
2021,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,426.3264968,384.5877737,464.5806462,"426.3 (384.6, 464.6)"
2021,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1462.893302,1347.64849,1577.525191,"1462.9 (1347.6, 1577.5)"
2021,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,108.135164,96.17164773,124.3846546,"108.1 (96.2, 124.4)"
2021,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,443.0760256,406.7202474,479.6538392,"443.1 (406.7, 479.7)"
2021,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,426.3264968,384.5877737,464.5806462,"426.3 (384.6, 464.6)"
2021,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1462.893302,1347.64849,1577.525191,"1462.9 (1347.6, 1577.5)"
2021,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,108.135164,96.17164773,124.3846546,"108.1 (96.2, 124.4)"
2021,"[0,99]",No Shocks,Mild thinness,Number of TB cases,443.0760256,406.7202474,479.6538392,"443.1 (406.7, 479.7)"
2021,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,426.3264968,384.5877737,464.5806462,"426.3 (384.6, 464.6)"
2021,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1462.893302,1347.64849,1577.525191,"1462.9 (1347.6, 1577.5)"
2021,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,108.135164,96.17164773,124.3846546,"108.1 (96.2, 124.4)"
2022,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,248.1642738,227.4115754,268.4391568,"248.2 (227.4, 268.4)"
2022,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,348.5903105,314.091303,379.9831956,"348.6 (314.1, 380)"
2022,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,165.2384014,152.0110493,178.4910242,"165.2 (152, 178.5)"
2022,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,46.94769717,41.67587913,54.00003243,"46.9 (41.7, 54)"
2022,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,248.1309229,227.325764,268.3963291,"248.1 (227.3, 268.4)"
2022,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,348.4975477,314.1181732,380.1136987,"348.5 (314.1, 380.1)"
2022,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,165.2353384,152.0112017,178.4910242,"165.2 (152, 178.5)"
2022,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,46.93692521,41.67546751,53.9938258,"46.9 (41.7, 54)"
2022,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,248.9500489,228.2099789,269.449861,"249 (228.2, 269.4)"
2022,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,349.8934034,314.864619,381.4090829,"349.9 (314.9, 381.4)"
2022,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,165.048937,151.8695836,178.2929677,"165 (151.9, 178.3)"
2022,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,47.01264439,41.74508452,54.12959827,"47 (41.7, 54.1)"
2022,"[0,99]",No Shocks,Mild thinness,TB incidence rate,248.9630057,228.202034,269.4506581,"249 (228.2, 269.5)"
2022,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,349.7369089,314.8474553,381.3569365,"349.7 (314.8, 381.4)"
2022,"[0,99]",No Shocks,Normal BMI,TB incidence rate,165.0502868,151.869375,178.2923904,"165.1 (151.9, 178.3)"
2022,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,47.01564507,41.74461713,54.14195098,"47 (41.7, 54.1)"
2022,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,462.3614562,419.159651,519.2767165,"462.4 (419.2, 519.3)"
2022,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,442.405806,395.4260772,496.8613281,"442.4 (395.4, 496.9)"
2022,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1445.829452,1329.423126,1560.503176,"1445.8 (1329.4, 1560.5)"
2022,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,101.4114634,87.61368457,117.5078071,"101.4 (87.6, 117.5)"
2022,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,463.3773136,418.1013844,520.4464944,"463.4 (418.1, 520.4)"
2022,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,443.137359,396.6295791,497.2989804,"443.1 (396.6, 497.3)"
2022,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1445.925302,1329.271,1562.465722,"1445.9 (1329.3, 1562.5)"
2022,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,101.2653351,87.30237436,117.0310145,"101.3 (87.3, 117)"
2022,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,438.0552976,393.4708359,490.4823938,"438.1 (393.5, 490.5)"
2022,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,419.2267176,374.182129,469.4351695,"419.2 (374.2, 469.4)"
2022,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1450.893588,1334.134241,1566.534251,"1450.9 (1334.1, 1566.5)"
2022,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,108.2043598,93.62671773,126.275983,"108.2 (93.6, 126.3)"
2022,"[0,99]",No Shocks,Mild thinness,Number of TB cases,437.4786225,393.3553788,490.4262188,"437.5 (393.4, 490.4)"
2022,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,418.7931844,372.9770316,469.4351695,"418.8 (373, 469.4)"
2022,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1450.549961,1334.124261,1566.253907,"1450.5 (1334.1, 1566.3)"
2022,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,108.4046252,93.68370213,126.4953393,"108.4 (93.7, 126.5)"
2023,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,245.006594,223.9288214,264.9172697,"245 (223.9, 264.9)"
2023,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,343.7883788,309.5590597,374.6083393,"343.8 (309.6, 374.6)"
2023,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,162.7664662,149.6154802,176.4240299,"162.8 (149.6, 176.4)"
2023,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,46.04549273,40.8392521,52.94353593,"46 (40.8, 52.9)"
2023,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,244.9619017,224.0416233,265.0386894,"245 (224, 265)"
2023,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,343.5868067,309.5339308,374.6762963,"343.6 (309.5, 374.7)"
2023,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,162.8257114,149.6742863,176.4245219,"162.8 (149.7, 176.4)"
2023,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,46.03409838,40.83491289,52.90747012,"46 (40.8, 52.9)"
2023,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,245.7856035,224.7719125,266.3673902,"245.8 (224.8, 266.4)"
2023,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,345.4034295,310.5116359,377.1684658,"345.4 (310.5, 377.2)"
2023,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,162.3791899,149.2912039,175.9421321,"162.4 (149.3, 175.9)"
2023,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,46.18651988,40.90907842,53.16538255,"46.2 (40.9, 53.2)"
2023,"[0,99]",No Shocks,Mild thinness,TB incidence rate,245.8015565,224.8032442,266.5326341,"245.8 (224.8, 266.5)"
2023,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,345.5790594,310.5068959,377.4698065,"345.6 (310.5, 377.5)"
2023,"[0,99]",No Shocks,Normal BMI,TB incidence rate,162.3630663,149.2738344,175.9120522,"162.4 (149.3, 175.9)"
2023,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,46.18842002,40.90956139,53.16587076,"46.2 (40.9, 53.2)"
2023,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,457.9022622,409.5831433,517.3692604,"457.9 (409.6, 517.4)"
2023,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,435.5278861,385.2579291,494.5636376,"435.5 (385.3, 494.6)"
2023,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1438.454187,1322.725545,1554.4967,"1438.5 (1322.7, 1554.5)"
2023,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,101.9051271,88.0846004,118.1636072,"101.9 (88.1, 118.2)"
2023,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,459.8976975,409.9914467,520.3636325,"459.9 (410, 520.4)"
2023,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,436.8806945,387.8897255,493.7760028,"436.9 (387.9, 493.8)"
2023,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1438.109861,1321.42164,1554.766651,"1438.1 (1321.4, 1554.8)"
2023,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,101.4072923,87.1457164,117.5289486,"101.4 (87.1, 117.5)"
2023,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,428.0501137,383.782104,479.5291663,"428.1 (383.8, 479.5)"
2023,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,407.6980687,363.6717197,457.7159926,"407.7 (363.7, 457.7)"
2023,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1441.623745,1323.859278,1559.308351,"1441.6 (1323.9, 1559.3)"
2023,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,110.3761158,95.82478926,127.9957023,"110.4 (95.8, 128)"
2023,"[0,99]",No Shocks,Mild thinness,Number of TB cases,426.5750323,382.9092055,478.3365815,"426.6 (382.9, 478.3)"
2023,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,406.6445985,363.0269394,457.2343166,"406.6 (363, 457.2)"
2023,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1441.719763,1323.258345,1558.40347,"1441.7 (1323.3, 1558.4)"
2023,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,110.7127524,96.26239147,128.4246569,"110.7 (96.3, 128.4)"
2024,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,242.1741827,221.2933984,262.6399949,"242.2 (221.3, 262.6)"
2024,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,340.3185914,305.7362232,371.2790947,"340.3 (305.7, 371.3)"
2024,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,160.7762302,147.3585737,174.627071,"160.8 (147.4, 174.6)"
2024,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,45.29876576,40.1280716,52.14645319,"45.3 (40.1, 52.1)"
2024,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,242.1333262,221.1992042,262.5415332,"242.1 (221.2, 262.5)"
2024,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,340.2069861,305.6454421,371.2322335,"340.2 (305.6, 371.2)"
2024,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,160.8105349,147.3832271,174.6702067,"160.8 (147.4, 174.7)"
2024,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,45.28343235,40.12717382,52.10555278,"45.3 (40.1, 52.1)"
2024,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,242.7769876,221.7004442,263.7242577,"242.8 (221.7, 263.7)"
2024,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,341.6119157,306.6657514,373.6732877,"341.6 (306.7, 373.7)"
2024,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,159.8818396,146.6418084,173.6117689,"159.9 (146.6, 173.6)"
2024,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,45.39687713,40.18197069,52.21201815,"45.4 (40.2, 52.2)"
2024,"[0,99]",No Shocks,Mild thinness,TB incidence rate,242.7872757,221.741,263.7888868,"242.8 (221.7, 263.8)"
2024,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,341.8092007,306.6456348,373.5744758,"341.8 (306.6, 373.6)"
2024,"[0,99]",No Shocks,Normal BMI,TB incidence rate,159.8557945,146.6192827,173.6012125,"159.9 (146.6, 173.6)"
2024,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,45.41758938,40.1703727,52.20837841,"45.4 (40.2, 52.2)"
2024,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,445.8233393,397.9394467,503.5994393,"445.8 (397.9, 503.6)"
2024,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,421.685596,375.0848146,476.6432028,"421.7 (375.1, 476.6)"
2024,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1435.145646,1314.115488,1552.713759,"1435.1 (1314.1, 1552.7)"
2024,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,104.6474171,90.46990097,121.1889194,"104.6 (90.5, 121.2)"
2024,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,448.0472025,399.9028971,506.1395732,"448 (399.9, 506.1)"
2024,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,423.3788365,374.9408294,479.8505308,"423.4 (374.9, 479.9)"
2024,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1434.75016,1315.044731,1553.831762,"1434.8 (1315, 1553.8)"
2024,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,104.0207893,89.83555952,120.1381404,"104 (89.8, 120.1)"
2024,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,414.5020588,370.6899101,465.5473484,"414.5 (370.7, 465.5)"
2024,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,392.7089969,349.7954036,442.5392193,"392.7 (349.8, 442.5)"
2024,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1432.237699,1314.180262,1553.001755,"1432.2 (1314.2, 1553)"
2024,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,113.5191488,98.83985594,131.2198847,"113.5 (98.8, 131.2)"
2024,"[0,99]",No Shocks,Mild thinness,Number of TB cases,413.4562425,370.3533085,464.4626344,"413.5 (370.4, 464.5)"
2024,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,391.9580481,349.45496,441.6459763,"392 (349.5, 441.6)"
2024,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1432.203434,1313.444296,1551.745532,"1432.2 (1313.4, 1551.7)"
2024,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,113.8056367,99.15430188,131.5082802,"113.8 (99.2, 131.5)"
2025,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,239.5995231,218.6680727,260.7100908,"239.6 (218.7, 260.7)"
2025,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,337.0582912,302.0282592,368.2804607,"337.1 (302, 368.3)"
2025,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,158.7241105,145.1500454,172.7475454,"158.7 (145.2, 172.7)"
2025,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,44.63626107,39.49527306,51.3310158,"44.6 (39.5, 51.3)"
2025,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,239.6067513,218.545295,260.6210958,"239.6 (218.5, 260.6)"
2025,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,337.059571,301.8818966,368.0664647,"337.1 (301.9, 368.1)"
2025,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,158.7851889,145.1911602,172.708589,"158.8 (145.2, 172.7)"
2025,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,44.62702997,39.4972508,51.32232166,"44.6 (39.5, 51.3)"
2025,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,239.9252388,218.7948187,261.065964,"239.9 (218.8, 261.1)"
2025,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,338.3450326,302.7009597,370.079006,"338.3 (302.7, 370.1)"
2025,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,157.4501421,144.0813122,171.22822,"157.5 (144.1, 171.2)"
2025,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,44.66409373,39.4807273,51.32124514,"44.7 (39.5, 51.3)"
2025,"[0,99]",No Shocks,Mild thinness,TB incidence rate,239.9230671,218.6848441,261.102388,"239.9 (218.7, 261.1)"
2025,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,338.3801993,302.8216191,370.0548699,"338.4 (302.8, 370.1)"
2025,"[0,99]",No Shocks,Normal BMI,TB incidence rate,157.3915056,144.0103992,171.2058521,"157.4 (144, 171.2)"
2025,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,44.65742877,39.48908951,51.31246616,"44.7 (39.5, 51.3)"
2025,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,434.53995,387.3596736,492.6909998,"434.5 (387.4, 492.7)"
2025,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,409.0110332,362.1944219,463.8954603,"409 (362.2, 463.9)"
2025,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1429.25028,1308.631313,1553.66258,"1429.3 (1308.6, 1553.7)"
2025,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,107.3715293,92.68716729,124.04387,"107.4 (92.7, 124)"
2025,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,437.1223791,390.8310499,494.2396425,"437.1 (390.8, 494.2)"
2025,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,411.3955516,364.2127999,465.5129321,"411.4 (364.2, 465.5)"
2025,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1429.831262,1308.903613,1553.147937,"1429.8 (1308.9, 1553.1)"
2025,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,106.4889986,92.37533565,123.5815406,"106.5 (92.4, 123.6)"
2025,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,402.2979107,360.2459317,453.7267843,"402.3 (360.2, 453.7)"
2025,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,379.6513416,337.4850915,430.3294167,"379.7 (337.5, 430.3)"
2025,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1421.738673,1302.084211,1546.889826,"1421.7 (1302.1, 1546.9)"
2025,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,116.3190042,101.4630294,134.5896753,"116.3 (101.5, 134.6)"
2025,"[0,99]",No Shocks,Mild thinness,Number of TB cases,401.4190503,357.9807616,450.8123132,"401.4 (358, 450.8)"
2025,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,379.2073949,335.9973265,429.297108,"379.2 (336, 429.3)"
2025,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1421.537179,1301.479903,1545.860881,"1421.5 (1301.5, 1545.9)"
2025,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,116.6910747,101.7686936,134.795955,"116.7 (101.8, 134.8)"
2026,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,237.1829823,216.1539111,258.4489547,"237.2 (216.2, 258.4)"
2026,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,334.0822591,298.9368025,365.3158614,"334.1 (298.9, 365.3)"
2026,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,156.7352862,143.0431954,170.7942108,"156.7 (143, 170.8)"
2026,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,44.01175039,38.95242527,50.64059327,"44 (39, 50.6)"
2026,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,237.2080933,215.9845156,258.6130309,"237.2 (216, 258.6)"
2026,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,334.0413422,298.9652754,365.443165,"334 (299, 365.4)"
2026,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,156.846143,143.0994359,170.8838182,"156.8 (143.1, 170.9)"
2026,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,44.02506242,38.96759708,50.66801458,"44 (39, 50.7)"
2026,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,237.0537111,215.9048669,258.5789817,"237.1 (215.9, 258.6)"
2026,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,334.911011,299.4503889,366.8360061,"334.9 (299.5, 366.8)"
2026,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,155.1324552,141.4998319,168.9877062,"155.1 (141.5, 169)"
2026,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,43.93567161,38.82460932,50.64016937,"43.9 (38.8, 50.6)"
2026,"[0,99]",No Shocks,Mild thinness,TB incidence rate,237.0794946,215.8367584,258.5439107,"237.1 (215.8, 258.5)"
2026,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,334.9481689,299.600177,367.1364506,"334.9 (299.6, 367.1)"
2026,"[0,99]",No Shocks,Normal BMI,TB incidence rate,155.0560677,141.4727727,168.9389177,"155.1 (141.5, 168.9)"
2026,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,43.94228455,38.814733,50.61697941,"43.9 (38.8, 50.6)"
2026,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,422.2805809,376.4968436,478.4086566,"422.3 (376.5, 478.4)"
2026,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,396.3137907,349.1967123,448.7450889,"396.3 (349.2, 448.7)"
2026,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1423.978622,1299.833302,1550.165556,"1424 (1299.8, 1550.2)"
2026,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,110.453502,95.91437862,127.7383613,"110.5 (95.9, 127.7)"
2026,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,424.6149944,377.2184643,479.1864994,"424.6 (377.2, 479.2)"
2026,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,397.4751646,350.349505,451.1859533,"397.5 (350.3, 451.2)"
2026,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1424.623468,1301.335639,1551.684623,"1424.6 (1301.3, 1551.7)"
2026,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,109.6315377,95.52095201,127.759185,"109.6 (95.5, 127.8)"
2026,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,390.2753599,348.2377612,439.5997327,"390.3 (348.2, 439.6)"
2026,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,366.9880038,324.1039251,415.254753,"367 (324.1, 415.3)"
2026,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1412.260581,1289.489378,1538.659911,"1412.3 (1289.5, 1538.7)"
2026,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,119.1169855,103.7406022,138.0000187,"119.1 (103.7, 138)"
2026,"[0,99]",No Shocks,Mild thinness,Number of TB cases,388.7606835,346.6734026,437.1743488,"388.8 (346.7, 437.2)"
2026,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,365.6819312,322.161412,412.051066,"365.7 (322.2, 412.1)"
2026,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1411.667888,1289.311683,1538.44063,"1411.7 (1289.3, 1538.4)"
2026,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,119.6158511,104.3997955,138.3136947,"119.6 (104.4, 138.3)"
2027,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,234.7238079,213.5294051,256.2420124,"234.7 (213.5, 256.2)"
2027,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,331.1198122,296.0875561,363.1290261,"331.1 (296.1, 363.1)"
2027,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,154.660027,140.9876456,169.0985958,"154.7 (141, 169.1)"
2027,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,43.39898457,38.37138701,50.03229499,"43.4 (38.4, 50)"
2027,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,234.8021337,213.4751206,256.485324,"234.8 (213.5, 256.5)"
2027,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,330.9918615,295.7746253,362.941596,"331 (295.8, 362.9)"
2027,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,154.775607,141.0296184,169.0538013,"154.8 (141, 169.1)"
2027,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,43.42782097,38.37877297,50.08468973,"43.4 (38.4, 50.1)"
2027,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,234.21797,212.6556197,255.7942319,"234.2 (212.7, 255.8)"
2027,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,331.5831791,296.2179327,363.8447494,"331.6 (296.2, 363.8)"
2027,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,152.7166282,139.1263369,166.7512289,"152.7 (139.1, 166.8)"
2027,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,43.2299279,38.17039765,49.93541367,"43.2 (38.2, 49.9)"
2027,"[0,99]",No Shocks,Mild thinness,TB incidence rate,234.1775772,212.6709495,255.700094,"234.2 (212.7, 255.7)"
2027,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,331.5613684,296.2768551,364.0085325,"331.6 (296.3, 364)"
2027,"[0,99]",No Shocks,Normal BMI,TB incidence rate,152.6623974,139.0731708,166.5869817,"152.7 (139.1, 166.6)"
2027,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,43.20470506,38.14495748,49.93014562,"43.2 (38.1, 49.9)"
